番号,REGゲーム数,REG枚数,ATゲーム数,AT枚数
2497,470,0,199,581
2498,358,0,0,0
2499,227,0,0,0
2500,402,0,51,149
2501,267,0,0,0
2502,96,0,1331,3812
2503,245,0,0,0
2504,340,0,0,0
2505,752,0,79,238
2506,411,0,0,0
2507,498,0,344,1003
2508,376,0,21,58
2509,280,0,130,374
2510,95,0,0,0
2511,105,0,0,0
2512,99,0,84,242
2513,752,0,342,1001
2514,670,0,178,511
2515,241,0,0,0
2516,385,0,144,411
2517,167,0,0,0
2518,337,0,0,0
2519,194,0,155,443
2520,387,0,0,0
2521,634,0,435,1265
2522,286,0,164,483
2523,465,0,99,281
2524,611,0,144,417
2525,34,0,48,140
2526,519,0,160,464
2527,316,0,349,1013
2528,178,0,411,1190
2529,155,0,163,476
2530,177,0,0,0
2531,70,0,0,0
2532,753,0,400,1161
2533,96,0,244,687
2534,189,0,19,52
2535,216,0,0,0
2536,98,0,0,0
2537,184,0,0,0
2538,95,0,446,1292
2539,43,0,68,195
2540,58,0,19,53
2541,142,0,0,0
2542,286,0,170,494
2543,107,0,443,1260
2544,96,0,0,0
2545,752,0,86,258
2546,96,0,606,1749
2547,214,0,191,556
2548,752,0,101,299
2549,348,0,0,0
2550,98,0,0,0
2551,754,0,85,254
2552,63,0,0,0
2553,96,0,75,215
2554,109,0,120,349
2555,154,0,0,0
2556,126,0,1389,3941
2557,225,0,0,0
2558,329,0,0,0
2559,333,0,0,0
2560,191,0,0,0
2561,47,0,15,41
2562,157,0,0,0
2563,44,0,0,0
2564,96,0,70,201
2565,167,0,0,0
2566,105,0,119,342
2567,31,0,322,941
2568,195,0,82,241
2569,185,0,19,51
2570,240,0,0,0
2571,134,0,0,0
2572,672,0,149,433
2573,251,0,560,1605
2574,209,0,0,0
2575,217,0,142,415
2576,231,0,110,320
2577,51,0,0,0
2578,95,0,0,0
2579,477,0,0,0
2580,292,0,359,1033
2581,286,0,86,247
2582,334,0,984,2825
2583,97,0,148,434
2584,83,0,172,497
2585,547,0,16,43
2586,753,0,125,370
2587,222,0,0,0
2588,411,0,154,451
2589,131,0,113,330
2590,521,0,0,0
2591,328,0,88,258
2592,211,0,54,158
2593,455,0,0,0
2594,633,0,0,0
2595,473,0,382,1110
2596,752,0,202,593
2597,107,0,85,245
2598,95,0,380,1113
2599,602,0,75,214
2600,342,0,71,202
2601,99,0,299,871
2602,442,0,106,314
2603,312,0,1139,3256
2604,47,0,0,0
2605,483,0,0,0
2606,180,0,561,1606
2607,454,0,0,0
2608,206,0,0,0
2609,232,0,23,65
2610,335,0,49,141
2611,752,0,4845,13823
2612,473,0,411,1198
2613,492,0,19,51
2614,99,0,0,0
2615,95,0,0,0
2616,419,0,177,515
2617,98,0,683,1970
2618,753,0,149,442
2619,325,0,0,0
2620,390,0,82,242
2621,74,0,0,0
2622,467,0,0,0
2623,106,0,216,632
2624,329,0,0,0
2625,752,0,141,418
2626,560,0,86,248
2627,197,0,0,0
2628,162,0,0,0
2629,369,0,13,33
2630,220,0,394,1139
2631,81,0,243,713
2632,496,0,39,108
2633,57,0,367,1073
2634,502,0,79,231
2635,192,0,537,1564
2636,108,0,81,235
2637,104,0,0,0
2638,70,0,0,0
2639,217,0,218,633
2640,752,0,1222,3513
2641,526,0,66,187
2642,559,0,218,628
2643,752,0,296,865
2644,616,0,878,2516
2645,154,0,18,48
2646,444,0,0,0
2647,665,0,22,61
2648,97,0,0,0
2649,45,0,0,0
2650,322,0,0,0
2651,134,0,0,0
2652,752,0,82,247
2653,274,0,0,0
2654,204,0,0,0
2655,419,0,0,0
2656,660,0,22,60
2657,289,0,0,0
2658,475,0,52,150
2659,290,0,0,0
2660,191,0,23,63
2661,146,0,0,0
2662,629,0,37,101
2663,752,0,109,322
2664,68,0,24,66
2665,147,0,0,0
2666,87,0,387,1117
2667,217,0,0,0
2668,300,0,126,367
2669,148,0,16,42
2670,752,0,85,256
2671,728,0,1886,5304
2672,284,0,972,2794
2673,94,0,106,302
2674,128,0,131,385
2675,105,0,0,0
2676,94,0,0,0
2677,244,0,438,1277
2678,491,0,0,0
2679,489,0,0,0
2680,395,0,0,0
2681,369,0,430,1240
2682,153,0,238,686
2683,722,0,0,0
2684,375,0,0,0
2685,72,0,21,58
2686,242,0,0,0
2687,403,0,0,0
2688,754,0,149,436
2689,97,0,220,633
2690,752,0,86,259
2691,427,0,0,0
2692,47,0,87,255
2693,324,0,141,413
2694,55,0,52,152
2695,128,0,0,0
2696,419,0,20,54
2697,129,0,0,0
2698,56,0,0,0
2699,333,0,127,365
2700,746,0,765,2185
2701,752,0,102,301
2702,106,0,79,233
2703,281,0,0,0
2704,755,0,83,248
2705,752,0,110,324
2706,754,0,82,247
2707,752,0,89,266
2708,95,0,68,196
2709,636,0,0,0
2710,752,0,95,279
2711,137,0,0,0
2712,31,0,104,302
2713,99,0,0,0
2714,275,0,0,0
2715,737,0,20,56
2716,394,0,146,423
2717,425,0,48,139
2718,347,0,0,0
2719,265,0,0,0
2720,638,0,432,1263
2721,752,0,117,346
2722,236,0,0,0
2723,141,0,81,238
2724,648,0,339,983
2725,175,0,54,158
2726,95,0,552,1597
2727,253,0,71,201
2728,750,0,262,762
2729,41,0,0,0
2730,427,0,48,140
2731,384,0,260,767
2732,337,0,93,274
2733,212,0,132,381
2734,174,0,521,1482
2735,59,0,72,208
2736,78,0,0,0
2737,687,0,2093,5992
2738,199,0,0,0
2739,300,0,60,172
2740,90,0,0,0
2741,68,0,1299,3720
2742,752,0,110,326
2743,752,0,90,269
2744,600,0,87,260
2745,98,0,0,0
2746,242,0,0,0
2747,89,0,83,240
2748,258,0,0,0
2749,481,0,79,232
2750,154,0,0,0
2751,99,0,49,142
2752,95,0,86,252
2753,752,0,629,1840
2754,94,0,0,0
2755,209,0,84,244
2756,293,0,0,0
2757,752,0,320,942
2758,63,0,0,0
2759,32,0,142,410
2760,752,0,119,352
2761,726,0,1497,4168
2762,35,0,0,0
2763,754,0,386,1133
2764,522,0,0,0
2765,489,0,83,240
2766,70,0,1092,3128
2767,579,0,70,201
2768,471,0,0,0
2769,449,0,276,804
2770,753,0,316,929
2771,249,0,165,481
2772,752,0,115,340
2773,252,0,0,0
2774,713,0,51,148
2775,131,0,128,367
2776,752,0,188,551
2777,563,0,227,657
2778,753,0,106,313
2779,752,0,529,1545
2780,673,0,0,0
2781,369,0,69,197
2782,91,0,104,296
2783,97,0,0,0
2784,268,0,107,311
2785,458,0,374,1084
2786,384,0,143,416
2787,54,0,82,240
2788,620,0,14,38
2789,429,0,127,372
2790,413,0,46,132
2791,752,0,87,261
2792,342,0,82,241
2793,39,0,139,401
2794,203,0,305,890
2795,244,0,0,0
2796,474,0,630,1780
2797,552,0,319,928
2798,37,0,116,334
2799,186,0,0,0
2800,76,0,49,137
2801,148,0,65,184
2802,95,0,0,0
2803,41,0,90,264
2804,599,0,0,0
2805,97,0,85,243
2806,96,0,0,0
2807,99,0,458,1330
2808,719,0,1644,4666
2809,496,0,0,0
2810,252,0,0,0
2811,269,0,76,216
2812,752,0,312,914
2813,96,0,163,473
2814,545,0,52,150
2815,95,0,20,54
2816,66,0,0,0
2817,304,0,0,0
2818,149,0,87,256
2819,753,0,260,769
2820,92,0,0,0
2821,235,0,0,0
2822,645,0,0,0
2823,65,0,52,151
2824,385,0,109,318
2825,98,0,84,243
2826,44,0,18,48
2827,47,0,476,1391
2828,449,0,469,1366
2829,294,0,267,777
2830,96,0,0,0
2831,752,0,486,1415
2832,753,0,183,538
2833,234,0,1040,3009
2834,753,0,312,915
2835,693,0,0,0
2836,129,0,116,335
2837,662,0,308,898
2838,449,0,0,0
2839,484,0,864,2471
2840,553,0,193,555
2841,541,0,17,45
2842,554,0,0,0
2843,752,0,334,983
2844,226,0,144,412
2845,168,0,0,0
2846,106,0,58,166
2847,97,0,16,43
2848,450,0,33,89
2849,147,0,0,0
2850,398,0,66,189
2851,752,0,90,270
2852,163,0,1932,5558
2853,268,0,0,0
2854,401,0,0,0
2855,213,0,197,567
2856,441,0,101,293
2857,752,0,136,398
2858,359,0,20,55
2859,68,0,0,0
2860,424,0,0,0
2861,752,0,294,872
2862,29,0,49,135
2863,129,0,0,0
2864,752,0,226,663
2865,616,0,48,138
2866,130,0,0,0
2867,35,0,0,0
2868,74,0,182,517
2869,325,0,53,154
2870,87,0,0,0
2871,428,0,0,0
2872,240,0,0,0
2873,170,0,0,0
2874,316,0,226,659
2875,96,0,0,0
2876,91,0,145,420
2877,174,0,126,367
2878,738,0,358,1002
2879,752,0,613,1792
2880,130,0,130,378
2881,183,0,480,1403
2882,96,0,18,49
2883,752,0,87,262
2884,612,0,78,224
2885,126,0,177,516
2886,321,0,18,48
2887,95,0,22,61
2888,109,0,0,0
2889,752,0,82,247
2890,242,0,49,143
2891,484,0,88,255
2892,373,0,0,0
2893,753,0,91,272
2894,132,0,0,0
2895,142,0,46,134
2896,105,0,0,0
2897,68,0,78,222
2898,471,0,0,0
2899,344,0,1779,5082
2900,194,0,274,789
2901,398,0,0,0
2902,432,0,50,140
2903,414,0,69,198
2904,44,0,70,199
2905,326,0,0,0
2906,95,0,0,0
2907,145,0,14,38
2908,60,0,0,0
2909,752,0,295,873
2910,325,0,0,0
2911,635,0,110,320
2912,337,0,1100,3145
2913,150,0,111,317
2914,299,0,0,0
2915,86,0,270,781
2916,754,0,379,1116
2917,752,0,136,402
2918,140,0,48,138
2919,246,0,0,0
2920,208,0,0,0
2921,52,0,16,42
2922,41,0,14,37
2923,346,0,167,490
2924,152,0,54,156
2925,341,0,0,0
2926,753,0,1182,3393
2927,752,0,87,260
2928,548,0,73,208
2929,64,0,0,0
2930,752,0,669,1959
2931,324,0,15,40
2932,548,0,77,226
2933,752,0,106,314
2934,636,0,207,600
2935,46,0,0,0
2936,231,0,89,267
2937,521,0,0,0
2938,172,0,0,0
2939,386,0,0,0
2940,450,0,0,0
2941,98,0,0,0
2942,752,0,80,239
2943,754,0,81,242
2944,379,0,223,642
2945,158,0,0,0
2946,330,0,0,0
2947,270,0,0,0
2948,333,0,0,0
2949,260,0,144,417
2950,622,0,0,0
2951,372,0,50,145
2952,300,0,0,0
2953,425,0,282,815
2954,284,0,0,0
2955,105,0,97,281
2956,752,0,1028,2946
2957,246,0,166,479
2958,752,0,215,631
2959,95,0,80,236
2960,334,0,82,240
2961,752,0,183,542
2962,270,0,0,0
2963,372,0,92,268
2964,164,0,0,0
2965,231,0,18,48
2966,278,0,117,339
2967,489,0,74,212
2968,752,0,219,645
2969,217,0,698,2009
2970,279,0,0,0
2971,752,0,84,253
2972,144,0,0,0
2973,40,0,0,0
2974,395,0,217,633
2975,227,0,0,0
2976,235,0,0,0
2977,133,0,79,233
2978,94,0,0,0
2979,312,0,0,0
2980,95,0,40,109
2981,242,0,0,0
2982,70,0,0,0
2983,68,0,0,0
2984,108,0,43,120
2985,88,0,82,246
2986,472,0,470,1365
2987,197,0,443,1287
2988,215,0,55,159
2989,753,0,115,342
2990,27,0,79,224
2991,89,0,91,267
2992,149,0,0,0
2993,98,0,1205,3449
2994,99,0,0,0
2995,393,0,55,160
2996,58,0,435,1259
2997,251,0,81,239
2998,448,0,0,0
2999,128,0,0,0
3000,293,0,104,304
3001,752,0,258,756
3002,620,0,0,0
3003,745,0,115,342
3004,303,0,220,633
3005,238,0,0,0
3006,98,0,0,0
3007,217,0,0,0
3008,264,0,0,0
3009,609,0,20,55
3010,652,0,110,318
3011,434,0,82,242
3012,127,0,250,723
3013,469,0,0,0
3014,590,0,194,560
3015,96,0,83,244
3016,75,0,0,0
3017,210,0,0,0
3018,186,0,0,0
3019,60,0,14,38
3020,285,0,305,887
3021,155,0,78,224
3022,349,0,0,0
3023,237,0,17,46
3024,752,0,81,242
3025,197,0,0,0
3026,752,0,1581,4561
3027,300,0,132,384
3028,132,0,0,0
3029,321,0,215,626
3030,95,0,119,340
3031,128,0,50,145
3032,113,0,52,151
3033,78,0,51,149
3034,49,0,12,31
3035,46,0,0,0
3036,481,0,303,879
3037,61,0,153,445
3038,484,0,0,0
3039,171,0,785,2227
3040,394,0,222,642
3041,596,0,111,328
3042,692,0,43,125
3043,97,0,0,0
3044,320,0,111,318
3045,96,0,107,310
3046,125,0,0,0
3047,250,0,0,0
3048,497,0,85,250
3049,752,0,1754,5014
3050,333,0,114,333
3051,333,0,47,137
3052,269,0,55,159
3053,540,0,15,39
3054,82,0,666,1913
3055,561,0,191,552
3056,408,0,518,1514
3057,98,0,0,0
3058,156,0,0,0
3059,683,0,296,862
3060,501,0,0,0
3061,413,0,628,1783
3062,593,0,148,428
3063,187,0,54,157
3064,207,0,224,648
3065,752,0,692,1994
3066,45,0,187,549
3067,134,0,137,397
3068,244,0,117,341
3069,99,0,279,807
3070,752,0,84,253
3071,571,0,19,51
3072,752,0,82,245
3073,618,0,21,57
3074,560,0,0,0
3075,214,0,0,0
3076,263,0,152,441
3077,606,0,0,0
3078,753,0,595,1738
3079,94,0,78,224
3080,252,0,0,0
3081,229,0,497,1431
3082,239,0,22,62
3083,200,0,85,245
3084,106,0,135,397
3085,752,0,170,498
3086,577,0,0,0
3087,174,0,698,1961
3088,332,0,0,0
3089,174,0,278,807
3090,145,0,0,0
3091,97,0,144,415
3092,110,0,0,0
3093,96,0,0,0
3094,221,0,0,0
3095,309,0,49,142
3096,141,0,16,42
3097,563,0,14,38
3098,142,0,0,0
3099,91,0,80,228
3100,752,0,244,712
3101,486,0,228,655
3102,240,0,125,367
3103,94,0,0,0
3104,79,0,0,0
3105,465,0,342,988
3106,602,0,138,399
3107,601,0,0,0
3108,743,0,94,274
3109,127,0,0,0
3110,410,0,0,0
3111,308,0,1105,3155
3112,567,0,0,0
3113,752,0,1043,2969
3114,575,0,0,0
3115,96,0,163,472
3116,752,0,118,349
3117,753,0,389,1146
3118,219,0,0,0
3119,752,0,82,247
3120,752,0,329,966
3121,627,0,154,443
3122,107,0,0,0
3123,99,0,131,379
3124,97,0,80,229
3125,485,0,0,0
3126,99,0,107,309
3127,214,0,0,0
3128,236,0,0,0
3129,170,0,0,0
3130,752,0,88,263
3131,752,0,317,932
3132,39,0,55,161
3133,139,0,135,386
3134,332,0,22,62
3135,85,0,146,422
3136,504,0,142,417
3137,491,0,108,314
3138,250,0,0,0
3139,628,0,1196,3424
3140,739,0,70,200
3141,207,0,0,0
3142,423,0,0,0
3143,752,0,345,992
3144,753,0,82,247
3145,95,0,119,346
3146,394,0,124,351
3147,91,0,86,252
3148,262,0,99,285
3149,624,0,242,706
3150,219,0,102,294
3151,617,0,0,0
3152,15,0,0,0
3153,78,0,0,0
3154,752,0,1831,5230
3155,654,0,19,52
3156,659,0,238,683
3157,752,0,262,765
3158,752,0,86,258
3159,752,0,243,711
3160,376,0,0,0
3161,130,0,134,393
3162,177,0,0,0
3163,433,0,0,0
3164,98,0,0,0
3165,752,0,135,397
3166,649,0,0,0
3167,549,0,0,0
3168,752,0,90,270
3169,311,0,110,318
3170,752,0,165,484
3171,98,0,0,0
3172,752,0,169,499
3173,752,0,86,259
3174,94,0,0,0
3175,448,0,89,262
3176,208,0,0,0
3177,76,0,0,0
3178,224,0,474,1354
3179,753,0,1045,3005
3180,713,0,397,1148
3181,97,0,0,0
3182,368,0,0,0
3183,754,0,89,268
3184,80,0,61,174
3185,284,0,0,0
3186,96,0,0,0
3187,245,0,24,66
3188,280,0,0,0
3189,203,0,3300,9497
3190,528,0,97,280
3191,88,0,40,109
3192,257,0,0,0
3193,267,0,297,863
3194,252,0,75,220
3195,95,0,0,0
3196,524,0,132,384
3197,39,0,54,152
3198,470,0,0,0
3199,743,0,46,129
3200,752,0,183,536
3201,98,0,72,205
3202,97,0,0,0
3203,230,0,18,49
3204,377,0,0,0
3205,173,0,169,487
3206,216,0,0,0
3207,76,0,0,0
3208,141,0,137,389
3209,142,0,0,0
3210,77,0,0,0
3211,604,0,0,0
3212,245,0,200,577
3213,752,0,84,251
3214,752,0,269,788
3215,42,0,0,0
3216,487,0,0,0
3217,122,0,60,175
3218,432,0,294,862
3219,237,0,122,354
3220,666,0,89,261
3221,99,0,82,237
3222,752,0,503,1471
3223,752,0,85,254
3224,98,0,0,0
3225,470,0,0,0
3226,753,0,232,681
3227,98,0,0,0
3228,752,0,170,502
3229,627,0,15,41
3230,172,0,197,573
3231,95,0,88,256
3232,96,0,53,153
3233,754,0,143,424
3234,64,0,16,43
3235,752,0,247,724
3236,249,0,156,453
3237,163,0,0,0
3238,201,0,87,257
3239,260,0,58,168
3240,186,0,0,0
3241,165,0,16,42
3242,465,0,0,0
3243,360,0,0,0
3244,454,0,82,246
3245,753,0,82,247
3246,440,0,0,0
3247,222,0,248,729
3248,99,0,0,0
3249,340,0,779,2236
3250,300,0,19,52
3251,752,0,171,502
3252,752,0,173,499
3253,243,0,147,424
3254,55,0,118,337
3255,248,0,0,0
3256,39,0,0,0
3257,298,0,50,144
3258,290,0,116,339
3259,228,0,0,0
3260,79,0,86,258
3261,752,0,214,627
3262,109,0,124,360
3263,99,0,1175,3362
3264,409,0,0,0
3265,47,0,0,0
3266,438,0,0,0
3267,283,0,0,0
3268,39,0,175,509
3269,431,0,52,151
3270,98,0,222,646
3271,96,0,153,439
3272,752,0,251,738
3273,260,0,0,0
3274,99,0,287,830
3275,200,0,0,0
3276,348,0,0,0
3277,97,0,22,62
3278,94,0,85,240
3279,750,0,120,340
3280,82,0,19,53
3281,241,0,2511,7142
3282,297,0,153,443
3283,254,0,0,0
3284,167,0,21,58
3285,537,0,170,495
3286,94,0,0,0
3287,80,0,0,0
3288,752,0,182,534
3289,641,0,0,0
3290,433,0,84,242
3291,250,0,0,0
3292,52,0,191,560
3293,208,0,0,0
3294,335,0,130,377
3295,132,0,0,0
3296,219,0,16,42
3297,158,0,438,1275
3298,752,0,169,499
3299,752,0,86,259
3300,94,0,0,0
3301,448,0,89,262
3302,208,0,0,0
3303,76,0,0,0
3304,224,0,474,1354
3305,753,0,1045,3005
3306,713,0,397,1148
3307,97,0,0,0
3308,368,0,0,0
3309,754,0,89,268
3310,80,0,61,174
3311,284,0,0,0
3312,96,0,0,0
3313,245,0,24,66
3314,280,0,0,0
3315,203,0,3300,9497
3316,528,0,97,280
3317,88,0,40,109
3318,257,0,0,0
3319,267,0,297,863
3320,252,0,75,220
3321,95,0,0,0
3322,524,0,132,384
3323,39,0,54,152
3324,470,0,0,0
3325,743,0,46,129
3326,752,0,183,536
3327,98,0,72,205
3328,97,0,0,0
3329,230,0,18,49
3330,377,0,0,0
3331,173,0,169,487
3332,216,0,0,0
3333,76,0,0,0
3334,141,0,137,389
3335,142,0,0,0
3336,77,0,0,0
3337,604,0,0,0
3338,245,0,200,577
3339,752,0,84,251
3340,752,0,269,788
3341,42,0,0,0
3342,487,0,0,0
3343,122,0,60,175
3344,432,0,294,862
3345,237,0,122,354
3346,666,0,89,261
3347,99,0,82,237
3348,752,0,503,1471
3349,752,0,85,254
3350,98,0,0,0
3351,470,0,0,0
3352,752,0,360,1053
3353,283,0,0,0
3354,605,0,0,0
3355,391,0,132,381
3356,47,0,0,0
3357,237,0,228,657
3358,638,0,0,0
3359,98,0,188,544
3360,99,0,87,256
3361,218,0,148,427
3362,94,0,49,143
3363,752,0,524,1539
3364,165,0,16,42
3365,465,0,0,0
3366,360,0,0,0
3367,454,0,82,246
3368,753,0,82,247
3369,440,0,0,0
3370,222,0,248,729
3371,99,0,0,0
3372,340,0,779,2236
3373,300,0,19,52
3374,752,0,171,502
3375,752,0,173,499
3376,243,0,147,424
3377,55,0,118,337
3378,248,0,0,0
3379,39,0,0,0
3380,95,0,0,0
3381,64,0,85,246
3382,752,0,220,646
3383,232,0,112,320
3384,540,0,0,0
3385,650,0,0,0
3386,546,0,16,44
3387,188,0,151,443
3388,382,0,114,337
3389,752,0,157,465
3390,756,0,211,626
3391,60,0,57,160
3392,752,0,193,571
3393,429,0,0,0
3394,169,0,0,0
3395,652,0,137,401
3396,307,0,68,198
3397,598,0,0,0
3398,752,0,998,2900
3399,270,0,198,580
3400,141,0,746,2139
3401,445,0,0,0
3402,635,0,0,0
3403,265,0,46,133
3404,447,0,488,1409
3405,100,0,339,986
3406,95,0,162,468
3407,298,0,50,144
3408,290,0,116,339
3409,228,0,0,0
3410,79,0,86,258
3411,752,0,214,627
3412,109,0,124,360
3413,99,0,1175,3362
3414,409,0,0,0
3415,180,0,12,31
3416,310,0,135,389
3417,98,0,262,763
3418,232,0,50,146
3419,46,0,82,241
3420,95,0,47,131
3421,95,0,0,0
3422,247,0,83,240
3423,95,0,50,140
3424,99,0,186,539
3425,248,0,0,0
3426,266,0,143,412
3427,107,0,0,0
3428,752,0,104,309
3429,752,0,281,828
3430,485,0,0,0
3431,319,0,0,0
3432,96,0,86,248
3433,234,0,450,1299
3434,222,0,325,937
3435,98,0,128,368
3436,205,0,0,0
3437,216,0,148,435
3438,734,0,759,2165
3439,37,0,0,0
3440,345,0,154,452
3441,82,0,78,225
3442,117,0,17,46
3443,95,0,0,0
3444,455,0,0,0
3445,320,0,0,0
3446,173,0,379,1106
3447,752,0,79,236
3448,711,0,0,0
3449,752,0,720,2101
3450,78,0,372,1081
3451,252,0,15,41
3452,109,0,906,2598
3453,480,0,146,426
3454,155,0,162,472
3455,225,0,464,1354
3456,368,0,52,151
3457,98,0,84,253
3458,752,0,261,767
3459,97,0,0,0
3460,97,0,0,0
3461,754,0,201,587
3462,146,0,0,0
3463,649,0,243,706
3464,467,0,340,989
3465,164,0,79,228
3466,318,0,22,62
3467,168,0,0,0
3468,472,0,91,267
3469,99,0,0,0
3470,655,0,0,0
3471,755,0,101,298
3472,197,0,0,0
3473,32,0,0,0
3474,133,0,0,0
3475,532,0,0,0
3476,47,0,19,53
3477,406,0,0,0
3478,308,0,0,0
3479,752,0,89,266
3480,129,0,0,0
3481,146,0,85,245
3482,51,0,0,0
3483,112,0,115,331
3484,74,0,0,0
3485,38,0,0,0
3486,501,0,101,289
3487,752,0,336,981
3488,100,0,78,223
3489,63,0,49,143
3490,53,0,181,525
3491,164,0,22,62
3492,504,0,0,0
3493,264,0,0,0
3494,636,0,0,0
3495,62,0,84,246
3496,752,0,83,250
3497,458,0,0,0
3498,453,0,0,0
3499,202,0,0,0
3500,182,0,0,0
3501,752,0,231,678
3502,450,0,52,151
3503,71,0,0,0
3504,243,0,0,0
3505,697,0,0,0
3506,99,0,180,522
3507,442,0,20,54
3508,204,0,0,0
3509,77,0,132,381
3510,187,0,16,42
3511,92,0,87,252
3512,39,0,0,0
3513,752,0,306,895
3514,337,0,0,0
3515,444,0,24,66
3516,35,0,0,0
3517,52,0,17,51
3518,752,0,167,492
3519,252,0,0,0
3520,195,0,15,41
3521,752,0,79,238
3522,524,0,121,354
3523,197,0,0,0
3524,266,0,1147,3277
3525,222,0,0,0
3526,261,0,156,452
3527,134,0,0,0
3528,352,0,82,245
3529,139,0,19,51
3530,546,0,73,214
3531,205,0,103,294
3532,752,0,1776,5037
3533,572,0,88,260
3534,136,0,0,0
3535,147,0,0,0
3536,79,0,260,751
3537,464,0,0,0
3538,752,0,1114,3223
3539,605,0,0,0
3540,752,0,83,249
3541,753,0,321,939
3542,99,0,0,0
3543,752,0,146,433
3544,752,0,85,254
3545,351,0,282,823
3546,97,0,23,64
3547,99,0,81,242
3548,408,0,0,0
3549,287,0,0,0
3550,81,0,0,0
3551,719,0,402,1170
3552,659,0,15,41
3553,70,0,114,332
3554,90,0,75,217
3555,290,0,33,89
3556,140,0,53,153
3557,85,0,16,42
3558,92,0,70,200
3559,752,0,153,451
3560,316,0,0,0
3561,491,0,21,58
3562,95,0,142,407
3563,667,0,2997,8466
3564,95,0,0,0
3565,99,0,0,0
3566,435,0,0,0
3567,98,0,88,250
3568,752,0,150,439
3569,99,0,0,0
3570,538,0,0,0
3571,439,0,676,1976
3572,99,0,24,68
3573,310,0,300,870
3574,556,0,0,0
3575,95,0,0,0
3576,415,0,85,246
3577,303,0,133,383
3578,325,0,0,0
3579,160,0,133,383
3580,576,0,245,716
3581,69,0,50,146
3582,95,0,0,0
3583,293,0,205,606
3584,384,0,196,567
3585,483,0,11,29
3586,137,0,83,244
3587,109,0,112,326
3588,99,0,83,237
3589,178,0,0,0
3590,183,0,287,829
3591,76,0,0,0
3592,83,0,104,302
3593,279,0,0,0
3594,42,0,0,0
3595,195,0,0,0
3596,726,0,74,212
3597,96,0,0,0
3598,753,0,107,317
3599,752,0,168,492
3600,752,0,107,316
3601,87,0,138,398
3602,142,0,0,0
3603,172,0,81,239
3604,622,0,1133,3211
3605,92,0,361,1052
3606,227,0,112,321
3607,671,0,0,0
3608,228,0,0,0
3609,471,0,0,0
3610,625,0,52,150
3611,95,0,21,57
3612,576,0,90,266
3613,312,0,0,0
3614,98,0,0,0
3615,248,0,0,0
3616,231,0,0,0
3617,65,0,289,846
3618,717,0,17,47
3619,228,0,15,40
3620,752,0,88,263
3621,161,0,197,574
3622,96,0,0,0
3623,109,0,0,0
3624,752,0,1079,3102
3625,350,0,0,0
3626,688,0,0,0
3627,753,0,338,988
3628,186,0,30,84
3629,218,0,118,344
3630,71,0,55,160
3631,449,0,0,0
3632,98,0,0,0
3633,401,0,0,0
3634,201,0,54,156
3635,285,0,113,328
3636,95,0,162,466
3637,439,0,66,187
3638,84,0,51,147
3639,230,0,0,0
3640,96,0,0,0
3641,670,0,372,1092
3642,752,0,87,262
3643,210,0,205,594
3644,752,0,310,903
3645,505,0,0,0
3646,194,0,159,464
3647,752,0,107,316
3648,199,0,0,0
3649,95,0,0,0
3650,265,0,261,755
3651,309,0,103,298
3652,67,0,86,248
3653,752,0,771,2186
3654,428,0,0,0
3655,372,0,0,0
3656,253,0,0,0
3657,283,0,1597,4630
3658,111,0,65,184
3659,95,0,22,60
3660,205,0,154,442
3661,199,0,107,307
3662,399,0,344,1001
3663,596,0,277,782
3664,530,0,401,1134
3665,752,0,81,243
3666,441,0,0,0
3667,508,0,361,1043
3668,99,0,86,246
3669,733,0,113,244
3670,182,0,384,1107
3671,52,0,0,0
3672,217,0,263,763
3673,57,0,239,691
3674,92,0,73,210
3675,752,0,87,260
3676,394,0,0,0
3677,80,0,0,0
3678,752,0,242,708
3679,95,0,2027,5773
3680,752,0,925,2650
3681,97,0,110,318
3682,653,0,21,58
3683,79,0,71,203
3684,97,0,121,353
3685,181,0,49,141
3686,753,0,151,449
3687,738,0,180,531
3688,92,0,0,0
3689,195,0,0,0
3690,98,0,81,237
3691,346,0,0,0
3692,91,0,0,0
3693,75,0,0,0
3694,45,0,0,0
3695,372,0,0,0
3696,750,0,89,268
3697,149,0,137,395
3698,98,0,153,444
3699,157,0,68,194
3700,81,0,140,405
3701,459,0,0,0
3702,81,0,0,0
3703,98,0,0,0
3704,95,0,109,317
3705,72,0,88,253
3706,131,0,0,0
3707,219,0,894,2577
3708,97,0,20,54
3709,752,0,435,1276
3710,99,0,235,679
3711,753,0,264,771
3712,51,0,231,669
3713,268,0,384,1122
3714,145,0,0,0
3715,425,0,46,130
3716,752,0,208,608
3717,375,0,0,0
3718,95,0,123,354
3719,133,0,0,0
3720,431,0,0,0
3721,752,0,1135,3273
3722,95,0,129,375
3723,349,0,86,246
3724,519,0,88,258
3725,397,0,83,244
3726,42,0,16,43
3727,109,0,0,0
3728,752,0,90,270
3729,577,0,0,0
3730,221,0,50,144
3731,583,0,404,1171
3732,172,0,0,0
3733,108,0,0,0
3734,557,0,28,76
3735,154,0,0,0
3736,640,0,0,0
3737,60,0,291,868
3738,671,0,113,329
3739,752,0,3057,8713
3740,99,0,135,401
3741,106,0,165,476
3742,514,0,179,510
3743,130,0,0,0
3744,754,0,507,1483
3745,83,0,92,263
3746,753,0,83,248
3747,752,0,150,440
3748,282,0,0,0
3749,332,0,588,1677
