REGゲーム数,REG枚数,ATゲーム数,AT枚数,朝イチ,スルー回数,前回当選ゲーム数,前回獲得枚数,前回差枚数,前回連荘数,前回種別
225,0,43,125,0,0,0,0,0,0,0
134,0,97,275,0,0,0,0,0,0,0
779,0,156,459,0,0,0,0,0,0,0
156,0,221,633,0,0,0,0,0,0,0
117,0,131,379,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0
640,0,0,0,0,0,0,0,0,0,0
320,0,138,399,0,0,0,0,0,0,0
352,0,168,488,0,0,0,0,0,0,0
417,0,16,44,0,0,0,0,0,0,0
159,0,22,61,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0
177,0,238,697,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0
579,0,333,989,0,0,0,0,0,0,0
99,0,395,1172,0,0,0,0,0,0,0
308,0,49,141,0,0,0,0,0,0,0
38,0,98,277,0,0,0,0,0,0,0
640,0,0,0,0,0,0,0,0,0,0
644,0,2047,5831,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0
334,0,1167,3318,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0
106,0,776,2226,0,0,0,0,0,0,0
247,0,124,358,0,0,0,0,0,0,0
638,0,0,0,0,0,0,0,0,0,0
115,0,153,455,0,0,0,0,0,0,0
387,0,146,422,0,0,0,0,0,0,0
108,0,243,682,0,0,0,0,0,0,0
240,0,74,212,0,0,0,0,0,0,0
245,0,182,536,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0
779,0,149,433,0,0,0,0,0,0,0
256,0,191,555,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0,0,0
129,0,9,22,0,0,0,0,0,0,0
74,0,133,380,0,0,0,0,0,0,0
171,0,21,57,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0
175,0,76,218,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0
218,0,211,613,0,0,0,0,0,0,0
607,0,274,790,0,0,0,0,0,0,0
301,0,87,252,0,0,0,0,0,0,0
98,0,1835,5223,0,0,0,0,0,0,0
38,0,133,389,0,0,0,0,0,0,0
97,0,66,186,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0
68,0,128,368,0,0,0,0,0,0,0
643,0,0,0,0,0,0,0,0,0,0
58,0,234,681,0,0,0,0,0,0,0
778,0,71,203,0,0,0,0,0,0,0
453,0,246,714,0,0,0,0,0,0,0
516,0,73,204,0,0,0,0,0,0,0
460,0,3226,9245,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0
329,0,52,146,0,0,0,0,0,0,0
778,0,2134,6076,0,0,0,0,0,0,0
778,0,145,413,0,0,0,0,0,0,0
99,0,194,538,0,0,0,0,0,0,0
79,0,240,694,0,0,0,0,0,0,0
779,0,135,399,0,0,0,0,0,0,0
753,0,89,267,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0
344,0,153,449,0,0,0,0,0,0,0
304,0,126,369,0,0,0,0,0,0,0
73,0,51,142,0,0,0,0,0,0,0
430,0,486,1408,0,0,0,0,0,0,0
663,0,90,262,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0
424,0,547,1596,0,0,0,0,0,0,0
44,0,226,659,0,0,0,0,0,0,0
198,0,121,354,0,0,0,0,0,0,0
49,0,24,67,0,0,0,0,0,0,0
629,0,18,50,0,0,0,0,0,0,0
158,0,15,41,0,0,0,0,0,0,0
34,0,307,896,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0
492,0,327,952,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0
600,0,14,37,0,0,0,0,0,0,0
96,0,691,2001,0,0,0,0,0,0,0
305,0,53,155,0,0,0,0,0,0,0
428,0,81,232,0,0,0,0,0,0,0
108,0,21,59,0,0,0,0,0,0,0
230,0,227,661,0,0,0,0,0,0,0
639,0,0,0,0,0,0,0,0,0,0
644,0,82,245,0,0,0,0,0,0,0
327,0,176,523,0,0,0,0,0,0,0
76,0,134,385,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
82,0,46,134,0,0,0,0,0,0,0
360,0,64,182,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0
201,0,401,1154,0,0,0,0,0,0,0
360,0,216,630,0,0,0,0,0,0,0
312,0,25,69,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
643,0,56,164,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0
168,0,151,435,0,0,0,0,0,0,0
362,0,185,538,0,0,0,0,0,0,0
445,0,188,545,0,0,0,0,0,0,0
43,0,365,1066,0,0,0,0,0,0,0
201,0,496,1438,0,0,0,0,0,0,0
419,0,343,997,0,0,0,0,0,0,0
69,0,213,616,0,0,0,0,0,0,0
95,0,99,287,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
505,0,88,264,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0
132,0,81,243,0,0,0,0,0,0,0
754,0,85,254,0,0,0,0,0,0,0
752,0,83,248,0,0,0,0,0,0,0
98,0,111,317,0,0,0,0,0,0,0
135,0,1412,4045,0,0,0,0,0,0,0
778,0,428,1237,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0
380,0,91,263,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0
116,0,52,152,0,0,0,0,0,0,0
752,0,249,726,0,0,0,0,0,0,0
99,0,724,2103,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
399,0,19,52,0,0,0,0,0,0,0
99,0,240,689,0,0,0,0,0,0,0
646,0,98,291,0,0,0,0,0,0,0
93,0,53,152,0,0,0,0,0,0,0
107,0,17,46,0,0,0,0,0,0,0
143,0,82,235,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0
250,0,88,264,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0,0,0
46,0,77,232,0,0,0,0,0,0,0
53,0,122,356,0,0,0,0,0,0,0
483,0,16,40,0,0,0,0,0,0,0
137,0,166,484,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0
299,0,535,1557,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0
241,0,141,406,0,0,0,0,0,0,0
493,0,22,61,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0
518,0,188,550,0,0,0,0,0,0,0
98,0,153,446,0,0,0,0,0,0,0
210,0,1550,4426,0,0,0,0,0,0,0
775,0,43,123,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0
283,0,297,855,0,0,0,0,0,0,0
99,0,65,185,0,0,0,0,0,0,0
98,0,20,54,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0
374,0,83,249,0,0,0,0,0,0,0
471,0,14,37,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0
278,0,24,66,0,0,0,0,0,0,0
752,0,87,260,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0
13,0,125,360,0,0,0,0,0,0,0
96,0,80,231,0,0,0,0,0,0,0
95,0,149,435,0,0,0,0,0,0,0
278,0,103,294,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
371,0,134,397,0,0,0,0,0,0,0
539,0,88,255,0,0,0,0,0,0,0
98,0,46,132,0,0,0,0,0,0,0
208,0,3155,9024,0,0,0,0,0,0,0
237,0,208,606,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
157,0,246,714,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0
301,0,103,294,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0
96,0,99,279,0,0,0,0,0,0,0
388,0,20,51,0,0,0,0,0,0,0
599,0,75,216,0,0,0,0,0,0,0
283,0,234,682,0,0,0,0,0,0,0
374,0,70,200,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0
33,0,430,1248,0,0,0,0,0,0,0
368,0,203,588,0,0,0,0,0,0,0
652,0,0,0,0,0,0,0,0,0,0
344,0,78,225,0,0,0,0,0,0,0
99,0,108,314,0,0,0,0,0,0,0
192,0,147,431,0,0,0,0,0,0,0
99,0,140,403,0,0,0,0,0,0,0
164,0,20,55,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0
120,0,96,272,0,0,0,0,0,0,0
290,0,80,230,0,0,0,0,0,0,0
98,0,229,661,0,0,0,0,0,0,0
30,0,13,35,0,0,0,0,0,0,0
86,0,50,146,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0
458,0,83,250,0,0,0,0,0,0,0
242,0,1184,3380,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0,0
440,0,151,439,0,0,0,0,0,0,0
779,0,141,409,0,0,0,0,0,0,0
172,0,269,782,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
411,0,117,345,0,0,0,0,0,0,0
96,0,146,427,0,0,0,0,0,0,0
185,0,119,354,0,0,0,0,0,0,0
447,0,149,433,0,0,0,0,0,0,0
99,0,20,55,0,0,0,0,0,0,0
145,0,225,646,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0
559,0,55,160,0,0,0,0,0,0,0
366,0,121,347,0,0,0,0,0,0,0
129,0,351,1029,0,0,0,0,0,0,0
33,0,515,1489,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0
778,0,240,694,0,0,0,0,0,0,0
417,0,416,1205,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0
291,0,75,215,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0
314,0,90,271,0,0,0,0,0,0,0
92,0,74,210,0,0,0,0,0,0,0
53,0,152,445,0,0,0,0,0,0,0
223,0,140,409,0,0,0,0,0,0,0
34,0,17,47,0,0,0,0,0,0,0
157,0,942,2690,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
76,0,176,507,0,0,0,0,0,0,0
501,0,106,309,0,0,0,0,0,0,0
232,0,173,501,0,0,0,0,0,0,0
277,0,235,683,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0,0
188,0,20,55,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0
412,0,49,143,0,0,0,0,0,0,0
752,0,201,593,0,0,0,0,0,0,0
351,0,86,258,0,0,0,0,0,0,0
32,0,239,692,0,0,0,0,0,0,0
73,0,86,247,0,0,0,0,0,0,0
171,0,211,620,0,0,0,0,0,0,0
330,0,161,474,0,0,0,0,0,0,0
445,0,80,241,0,0,0,0,0,0,0
56,0,89,268,0,0,0,0,0,0,0
318,0,84,251,0,0,0,0,0,0,0
98,0,20,54,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0
291,0,105,300,0,0,0,0,0,0,0
81,0,413,1177,0,0,0,0,0,0,0
95,0,76,213,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0
158,0,175,506,0,0,0,0,0,0,0
172,0,183,526,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,0,0
728,0,75,217,0,0,0,0,0,0,0
96,0,49,143,0,0,0,0,0,0,0
245,0,178,520,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0
674,0,12,31,0,0,0,0,0,0,0
97,0,216,624,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0
103,0,23,64,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0
94,0,159,461,0,0,0,0,0,0,0
778,0,164,473,0,0,0,0,0,0,0
38,0,120,348,0,0,0,0,0,0,0
138,0,51,147,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0
175,0,320,938,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0
45,0,55,161,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0
277,0,84,241,0,0,0,0,0,0,0
98,0,435,1268,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0
84,0,220,640,0,0,0,0,0,0,0
778,0,23,64,0,0,0,0,0,0,0
625,0,21,58,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
441,0,18,48,0,0,0,0,0,0,0
195,0,229,668,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0,0
582,0,80,239,0,0,0,0,0,0,0
502,0,75,215,0,0,0,0,0,0,0
389,0,88,252,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0,0,0
192,0,105,316,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0
149,0,364,1065,0,0,0,0,0,0,0
655,0,0,0,0,0,0,0,0,0,0
119,0,131,378,0,0,0,0,0,0,0
244,0,25,71,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0
167,0,19,51,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0
605,0,295,866,0,0,0,0,0,0,0
417,0,80,235,0,0,0,0,0,0,0
248,0,23,65,0,0,0,0,0,0,0
580,0,201,588,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
418,0,331,955,0,0,0,0,0,0,0
100,0,20,56,0,0,0,0,0,0,0
198,0,63,181,0,0,0,0,0,0,0
778,0,64,182,0,0,0,0,0,0,0
778,0,88,256,0,0,0,0,0,0,0
605,0,218,633,0,0,0,0,0,0,0
445,0,85,245,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0
779,0,22,60,0,0,0,0,0,0,0
153,0,89,261,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
193,0,334,965,0,0,0,0,0,0,0
248,0,48,139,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
127,0,989,2836,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0
94,0,74,213,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0
81,0,136,401,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
132,0,82,241,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0
655,0,89,268,0,0,0,0,0,0,0
255,0,47,131,0,0,0,0,0,0,0
513,0,649,1874,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,0,0
229,0,16,44,0,0,0,0,0,0,0
99,0,67,191,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0,0,0
410,0,110,321,0,0,0,0,0,0,0
661,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0
575,0,107,316,0,0,0,0,0,0,0
96,0,68,193,0,0,0,0,0,0,0
77,0,759,2169,0,0,0,0,0,0,0
97,0,51,149,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0
265,0,122,356,0,0,0,0,0,0,0
173,0,89,263,0,0,0,0,0,0,0
521,0,22,62,0,0,0,0,0,0,0
574,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0
52,0,108,320,0,0,0,0,0,0,0
340,0,187,544,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
134,0,223,652,0,0,0,0,0,0,0
90,0,76,218,0,0,0,0,0,0,0
657,0,255,742,0,0,0,0,0,0,0
778,0,14,38,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
348,0,88,263,0,0,0,0,0,0,0
98,0,107,311,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
236,0,1182,3397,0,0,0,0,0,0,0
320,0,52,145,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0
160,0,276,810,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0
480,0,453,1317,0,0,0,0,0,0,0
22,0,91,264,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
148,0,193,568,0,0,0,0,0,0,0
71,0,124,360,0,0,0,0,0,0,0
266,0,193,560,0,0,0,0,0,0,0
256,0,171,498,0,0,0,0,0,0,0
778,0,1061,3043,0,0,0,0,0,0,0
648,0,116,327,0,0,0,0,0,0,0
285,0,111,318,0,0,0,0,0,0,0
42,0,81,234,0,0,0,0,0,0,0
225,0,126,369,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
52,0,291,835,0,0,0,0,0,0,0
774,0,53,154,0,0,0,0,0,0,0
123,0,19,51,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0
102,0,149,431,0,0,0,0,0,0,0
347,0,15,41,0,0,0,0,0,0,0
282,0,70,200,0,0,0,0,0,0,0
239,0,16,43,0,0,0,0,0,0,0
218,0,340,992,0,0,0,0,0,0,0
781,0,308,899,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0
78,0,85,256,0,0,0,0,0,0,0
200,0,592,1723,0,0,0,0,0,0,0
96,0,1286,3694,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0
738,0,0,0,0,0,0,0,0,0,0
58,0,116,338,0,0,0,0,0,0,0
315,0,23,65,0,0,0,0,0,0,0
175,0,57,166,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
215,0,458,1335,0,0,0,0,0,0,0
106,0,264,766,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0,0,0,0
302,0,113,328,0,0,0,0,0,0,0
108,0,211,617,0,0,0,0,0,0,0
249,0,509,1471,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0,0,0,0
141,0,257,749,0,0,0,0,0,0,0
337,0,283,828,0,0,0,0,0,0,0
56,0,718,2023,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0
126,0,21,57,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0
685,0,110,325,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0
165,0,107,311,0,0,0,0,0,0,0
222,0,48,140,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0
601,0,143,423,0,0,0,0,0,0,0
173,0,75,217,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
77,0,102,305,0,0,0,0,0,0,0
221,0,67,190,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0
38,0,160,461,0,0,0,0,0,0,0
337,0,160,460,0,0,0,0,0,0,0
78,0,90,266,0,0,0,0,0,0,0
241,0,377,1094,0,0,0,0,0,0,0
32,0,86,249,0,0,0,0,0,0,0
780,0,48,140,0,0,0,0,0,0,0
145,0,426,1209,0,0,0,0,0,0,0
120,0,351,1024,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0
422,0,83,238,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0
194,0,84,251,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0
466,0,94,283,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0
779,0,86,252,0,0,0,0,0,0,0
402,0,86,248,0,0,0,0,0,0,0
756,0,170,491,0,0,0,0,0,0,0
99,0,474,1344,0,0,0,0,0,0,0
81,0,261,755,0,0,0,0,0,0,0
79,0,118,339,0,0,0,0,0,0,0
99,0,19,53,0,0,0,0,0,0,0
78,0,84,240,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
270,0,106,309,0,0,0,0,0,0,0
341,0,240,694,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
42,0,117,351,0,0,0,0,0,0,0
441,0,53,154,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0,0,0
194,0,88,264,0,0,0,0,0,0,0
76,0,157,459,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0
314,0,196,568,0,0,0,0,0,0,0
334,0,133,383,0,0,0,0,0,0,0
778,0,87,250,0,0,0,0,0,0,0
778,0,17,47,0,0,0,0,0,0,0
235,0,111,315,0,0,0,0,0,0,0
152,0,1297,3696,0,0,0,0,0,0,0
778,0,17,47,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0
147,0,81,231,0,0,0,0,0,0,0
450,0,142,416,0,0,0,0,0,0,0
445,0,1537,4405,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0,0,0
668,0,46,130,0,0,0,0,0,0,0
578,0,16,44,0,0,0,0,0,0,0
95,0,84,247,0,0,0,0,0,0,0
258,0,75,215,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0
222,0,17,47,0,0,0,0,0,0,0
779,0,86,252,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0
404,0,245,717,0,0,0,0,0,0,0
96,0,22,60,0,0,0,0,0,0,0
98,0,11,29,0,0,0,0,0,0,0
218,0,118,345,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0
744,0,0,0,0,0,0,0,0,0,0
206,0,151,410,0,0,0,0,0,0,0
779,0,435,1266,0,0,0,0,0,0,0
96,0,107,310,0,0,0,0,0,0,0
58,0,221,630,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0
211,0,184,541,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0
538,0,553,1610,0,0,0,0,0,0,0
244,0,177,528,0,0,0,0,0,0,0
599,0,17,47,0,0,0,0,0,0,0
234,0,796,2293,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0
168,0,188,559,0,0,0,0,0,0,0
440,0,180,525,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0
697,0,3039,8716,0,0,0,0,0,0,0
595,0,78,221,0,0,0,0,0,0,0
95,0,452,1317,0,0,0,0,0,0,0
107,0,220,636,0,0,0,0,0,0,0
79,0,55,161,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
656,0,118,348,0,0,0,0,0,0,0
447,0,21,57,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0
73,0,106,314,0,0,0,0,0,0,0
147,0,193,556,0,0,0,0,0,0,0
106,0,104,302,0,0,0,0,0,0,0
555,0,15,41,0,0,0,0,0,0,0
95,0,56,163,0,0,0,0,0,0,0
529,0,78,224,0,0,0,0,0,0,0
251,0,49,142,0,0,0,0,0,0,0
753,0,98,293,0,0,0,0,0,0,0
55,0,227,666,0,0,0,0,0,0,0
779,0,473,1375,0,0,0,0,0,0,0
95,0,105,305,0,0,0,0,0,0,0
779,0,99,280,0,0,0,0,0,0,0
97,0,14,36,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0
541,0,925,2640,0,0,0,0,0,0,0
87,0,102,298,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0
567,0,143,416,0,0,0,0,0,0,0
95,0,66,188,0,0,0,0,0,0,0
97,0,133,384,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
81,0,167,481,0,0,0,0,0,0,0
254,0,652,1869,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0
73,0,166,477,0,0,0,0,0,0,0
99,0,218,625,0,0,0,0,0,0,0
95,0,296,855,0,0,0,0,0,0,0
98,0,77,220,0,0,0,0,0,0,0
96,0,109,311,0,0,0,0,0,0,0
296,0,1075,3049,0,0,0,0,0,0,0
778,0,177,517,0,0,0,0,0,0,0
255,0,19,53,0,0,0,0,0,0,0
249,0,56,159,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0
57,0,13,34,0,0,0,0,0,0,0
307,0,110,309,0,0,0,0,0,0,0
96,0,238,685,0,0,0,0,0,0,0
77,0,94,276,0,0,0,0,0,0,0
438,0,149,425,0,0,0,0,0,0,0
79,0,102,305,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0
183,0,51,143,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0
302,0,289,847,0,0,0,0,0,0,0
313,0,253,737,0,0,0,0,0,0,0
247,0,3176,9034,0,0,0,0,0,0,0
779,0,51,147,0,0,0,0,0,0,0
69,0,136,392,0,0,0,0,0,0,0
288,0,636,1789,0,0,0,0,0,0,0
752,0,87,262,0,0,0,0,0,0,0
44,0,13,35,0,0,0,0,0,0,0
297,0,1340,3833,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
76,0,76,223,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0
383,0,152,438,0,0,0,0,0,0,0
99,0,113,329,0,0,0,0,0,0,0
98,0,225,660,0,0,0,0,0,0,0
81,0,537,1559,0,0,0,0,0,0,0
95,0,131,378,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
505,0,79,238,0,0,0,0,0,0,0
34,0,20,55,0,0,0,0,0,0,0
666,0,328,961,0,0,0,0,0,0,0
139,0,88,264,0,0,0,0,0,0,0
59,0,68,194,0,0,0,0,0,0,0
741,0,107,310,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
604,0,725,2114,0,0,0,0,0,0,0
292,0,268,769,0,0,0,0,0,0,0
778,0,2641,7562,0,0,0,0,0,0,0
346,0,573,1648,0,0,0,0,0,0,0
279,0,143,411,0,0,0,0,0,0,0
107,0,70,201,0,0,0,0,0,0,0
433,0,189,546,0,0,0,0,0,0,0
199,0,1094,3145,0,0,0,0,0,0,0
492,0,18,48,0,0,0,0,0,0,0
752,0,88,264,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0
171,0,16,43,0,0,0,0,0,0,0
243,0,178,525,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0
