REGゲーム数,REG枚数,ATゲーム数,AT枚数,朝イチ,スルー回数,前回当選ゲーム数,前回獲得枚数,前回差枚数,前回連荘数,前回種別
296,0,0,0,0,0,0,0,0,0,0
547,0,93,273,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0
778,0,1049,3056,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0
562,0,753,2119,0,0,0,0,0,0,0
132,0,26,73,0,0,0,0,0,0,0
95,0,158,462,0,0,0,0,0,0,0
285,0,190,559,0,0,0,0,0,0,0
66,0,126,374,0,0,0,0,0,0,0
232,0,350,1027,0,0,0,0,0,0,0
779,0,217,641,0,0,0,0,0,0,0
535,0,242,711,0,0,0,0,0,0,0
496,0,56,164,0,0,0,0,0,0,0
275,0,24,66,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0
71,0,222,651,0,0,0,0,0,0,0
156,0,115,341,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0,0,0
118,0,51,149,0,0,0,0,0,0,0
754,0,87,260,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0
82,0,593,1703,0,0,0,0,0,0,0
628,0,1507,4396,0,0,0,0,0,0,0
72,0,115,340,0,0,0,0,0,0,0
109,0,204,594,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0
267,0,83,244,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0
42,0,291,869,0,0,0,0,0,0,0
617,0,178,528,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
507,0,86,258,0,0,0,0,0,0,0
281,0,27,75,0,0,0,0,0,0,0
174,0,69,196,0,0,0,0,0,0,0
144,0,114,329,0,0,0,0,0,0,0
167,0,83,240,0,0,0,0,0,0,0
98,0,1098,3216,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0
691,0,459,1351,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0
767,0,91,272,0,0,0,0,0,0,0
338,0,53,155,0,0,0,0,0,0,0
216,0,124,367,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0
171,0,23,63,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0
107,0,167,486,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0
147,0,157,456,0,0,0,0,0,0,0
300,0,294,852,0,0,0,0,0,0,0
97,0,59,172,0,0,0,0,0,0,0
753,0,399,1175,0,0,0,0,0,0,0
778,0,48,138,0,0,0,0,0,0,0
97,0,26,73,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0
73,0,185,546,0,0,0,0,0,0,0
269,0,85,246,0,0,0,0,0,0,0
599,0,20,54,0,0,0,0,0,0,0
147,0,57,166,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
288,0,86,254,0,0,0,0,0,0,0
97,0,22,61,0,0,0,0,0,0,0
77,0,15,40,0,0,0,0,0,0,0
59,0,18,48,0,0,0,0,0,0,0
467,0,296,868,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0
277,0,65,190,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0
194,0,86,252,0,0,0,0,0,0,0
158,0,25,70,0,0,0,0,0,0,0
342,0,104,306,0,0,0,0,0,0,0
777,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0
48,0,219,659,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
654,0,258,763,0,0,0,0,0,0,0
778,0,103,298,0,0,0,0,0,0,0
562,0,139,408,0,0,0,0,0,0,0
779,0,234,695,0,0,0,0,0,0,0
98,0,214,619,0,0,0,0,0,0,0
338,0,89,257,0,0,0,0,0,0,0
209,0,23,63,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0
45,0,18,49,0,0,0,0,0,0,0
96,0,120,355,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0
486,0,172,511,0,0,0,0,0,0,0
249,0,114,337,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0,0,0
286,0,219,647,0,0,0,0,0,0,0
77,0,72,210,0,0,0,0,0,0,0
346,0,52,152,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0,0,0
227,0,82,240,0,0,0,0,0,0,0
374,0,216,627,0,0,0,0,0,0,0
97,0,1069,3117,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0
586,0,283,847,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0
697,0,35,101,0,0,0,0,0,0,0
572,0,89,262,0,0,0,0,0,0,0
480,0,587,1717,0,0,0,0,0,0,0
154,0,145,421,0,0,0,0,0,0,0
209,0,164,476,0,0,0,0,0,0,0
512,0,171,503,0,0,0,0,0,0,0
338,0,73,211,0,0,0,0,0,0,0
98,0,186,549,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
243,0,138,408,0,0,0,0,0,0,0
778,0,49,142,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,0,0
54,0,201,603,0,0,0,0,0,0,0
186,0,145,428,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0
308,0,48,140,0,0,0,0,0,0,0
136,0,124,357,0,0,0,0,0,0,0
97,0,903,2608,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0
162,0,17,45,0,0,0,0,0,0,0
241,0,55,159,0,0,0,0,0,0,0
782,0,78,231,0,0,0,0,0,0,0
445,0,267,794,0,0,0,0,0,0,0
740,0,286,843,0,0,0,0,0,0,0
61,0,902,2655,0,0,0,0,0,0,0
146,0,124,363,0,0,0,0,0,0,0
92,0,187,549,0,0,0,0,0,0,0
199,0,233,681,0,0,0,0,0,0,0
97,0,91,268,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
30,0,102,301,0,0,0,0,0,0,0
231,0,85,250,0,0,0,0,0,0,0
752,0,386,1156,0,0,0,0,0,0,0
270,0,89,258,0,0,0,0,0,0,0
311,0,114,339,0,0,0,0,0,0,0
46,0,204,593,0,0,0,0,0,0,0
247,0,21,59,0,0,0,0,0,0,0
254,0,15,39,0,0,0,0,0,0,0
327,0,269,785,0,0,0,0,0,0,0
110,0,67,198,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
505,0,326,959,0,0,0,0,0,0,0
98,0,253,744,0,0,0,0,0,0,0
38,0,275,809,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,0,0,0
129,0,47,136,0,0,0,0,0,0,0
240,0,85,250,0,0,0,0,0,0,0
303,0,97,290,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0
40,0,175,510,0,0,0,0,0,0,0
37,0,168,489,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0,0,0,0
443,0,114,340,0,0,0,0,0,0,0
263,0,807,2347,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0
123,0,80,229,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
505,0,410,1178,0,0,0,0,0,0,0
778,0,166,477,0,0,0,0,0,0,0
107,0,230,678,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0
157,0,239,693,0,0,0,0,0,0,0
227,0,20,54,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0
484,0,3258,9366,0,0,0,0,0,0,0
233,0,23,64,0,0,0,0,0,0,0
98,0,238,694,0,0,0,0,0,0,0
161,0,405,1185,0,0,0,0,0,0,0
736,0,0,0,0,0,0,0,0,0,0
547,0,590,1733,0,0,0,0,0,0,0
93,0,188,552,0,0,0,0,0,0,0
53,0,106,312,0,0,0,0,0,0,0
266,0,331,975,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0
136,0,265,770,0,0,0,0,0,0,0
97,0,456,1363,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0
284,0,278,829,0,0,0,0,0,0,0
291,0,85,250,0,0,0,0,0,0,0
778,0,270,781,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0
68,0,102,296,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0
303,0,183,536,0,0,0,0,0,0,0
66,0,164,484,0,0,0,0,0,0,0
223,0,73,207,0,0,0,0,0,0,0
92,0,227,660,0,0,0,0,0,0,0
78,0,88,253,0,0,0,0,0,0,0
97,0,66,187,0,0,0,0,0,0,0
54,0,155,457,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0
314,0,402,1201,0,0,0,0,0,0,0
53,0,25,71,0,0,0,0,0,0,0
126,0,23,63,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0
125,0,53,154,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0
121,0,62,180,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0
116,0,124,367,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0
157,0,24,66,0,0,0,0,0,0,0
354,0,83,243,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0
410,0,96,289,0,0,0,0,0,0,0
95,0,17,47,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0
535,0,2118,6134,0,0,0,0,0,0,0
85,0,22,60,0,0,0,0,0,0,0
56,0,146,422,0,0,0,0,0,0,0
168,0,53,153,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0
36,0,54,157,0,0,0,0,0,0,0
158,0,20,56,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0
606,0,84,248,0,0,0,0,0,0,0
141,0,144,418,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,0
453,0,271,811,0,0,0,0,0,0,0
143,0,84,248,0,0,0,0,0,0,0
86,0,88,260,0,0,0,0,0,0,0
210,0,86,254,0,0,0,0,0,0,0
367,0,188,546,0,0,0,0,0,0,0
98,0,44,122,0,0,0,0,0,0,0
55,0,53,155,0,0,0,0,0,0,0
752,0,111,327,0,0,0,0,0,0,0
450,0,366,1064,0,0,0,0,0,0,0
95,0,121,355,0,0,0,0,0,0,0
99,0,310,901,0,0,0,0,0,0,0
97,0,207,610,0,0,0,0,0,0,0
50,0,77,219,0,0,0,0,0,0,0
108,0,21,57,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0
461,0,193,576,0,0,0,0,0,0,0
100,0,117,353,0,0,0,0,0,0,0
111,0,19,51,0,0,0,0,0,0,0
295,0,88,264,0,0,0,0,0,0,0
307,0,55,159,0,0,0,0,0,0,0
752,0,314,931,0,0,0,0,0,0,0
327,0,150,439,0,0,0,0,0,0,0
358,0,207,606,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0
91,0,410,1206,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
494,0,187,501,0,0,0,0,0,0,0
51,0,88,259,0,0,0,0,0,0,0
341,0,527,1544,0,0,0,0,0,0,0
96,0,86,259,0,0,0,0,0,0,0
384,0,105,306,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0
130,0,16,43,0,0,0,0,0,0,0
227,0,375,1085,0,0,0,0,0,0,0
97,0,144,418,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0,0
781,0,16,42,0,0,0,0,0,0,0
99,0,19,52,0,0,0,0,0,0,0
77,0,18,48,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0
664,0,56,160,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0
419,0,232,683,0,0,0,0,0,0,0
97,0,25,71,0,0,0,0,0,0,0
167,0,43,120,0,0,0,0,0,0,0
778,0,46,128,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,0,0,0
186,0,9,23,0,0,0,0,0,0,0
355,0,167,488,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0
717,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
70,0,203,585,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0
428,0,21,57,0,0,0,0,0,0,0
361,0,300,878,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0
135,0,85,249,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0
471,0,82,245,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0
275,0,87,262,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
146,0,223,653,0,0,0,0,0,0,0
97,0,82,245,0,0,0,0,0,0,0
615,0,0,0,0,0,0,0,0,0,0
13,0,47,130,0,0,0,0,0,0,0
778,0,140,397,0,0,0,0,0,0,0
32,0,144,410,0,0,0,0,0,0,0
136,0,420,1211,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
80,0,78,225,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0
101,0,257,742,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0
128,0,15,39,0,0,0,0,0,0,0
752,0,98,295,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0
589,0,135,400,0,0,0,0,0,0,0
598,0,71,203,0,0,0,0,0,0,0
306,0,11,27,0,0,0,0,0,0,0
97,0,106,315,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
305,0,200,580,0,0,0,0,0,0,0
101,0,99,298,0,0,0,0,0,0,0
95,0,162,470,0,0,0,0,0,0,0
77,0,169,484,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0
190,0,277,805,0,0,0,0,0,0,0
230,0,107,305,0,0,0,0,0,0,0
153,0,156,448,0,0,0,0,0,0,0
98,0,178,522,0,0,0,0,0,0,0
62,0,12,32,0,0,0,0,0,0,0
294,0,230,663,0,0,0,0,0,0,0
69,0,75,224,0,0,0,0,0,0,0
364,0,89,261,0,0,0,0,0,0,0
44,0,20,56,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0
132,0,156,455,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0
779,0,52,152,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0
403,0,96,288,0,0,0,0,0,0,0
139,0,51,148,0,0,0,0,0,0,0
752,0,91,272,0,0,0,0,0,0,0
519,0,56,163,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
656,0,158,471,0,0,0,0,0,0,0
73,0,172,495,0,0,0,0,0,0,0
95,0,52,152,0,0,0,0,0,0,0
746,0,87,228,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0,0,0
117,0,232,681,0,0,0,0,0,0,0
96,0,97,276,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0
549,0,918,2654,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0
38,0,75,216,0,0,0,0,0,0,0
61,0,48,134,0,0,0,0,0,0,0
96,0,201,588,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
124,0,19,51,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0,0,0
257,0,99,296,0,0,0,0,0,0,0
752,0,254,747,0,0,0,0,0,0,0
96,0,1378,3956,0,0,0,0,0,0,0
442,0,240,698,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0
167,0,394,1142,0,0,0,0,0,0,0
252,0,583,1680,0,0,0,0,0,0,0
369,0,82,237,0,0,0,0,0,0,0
779,0,240,700,0,0,0,0,0,0,0
610,0,215,628,0,0,0,0,0,0,0
106,0,70,201,0,0,0,0,0,0,0
174,0,19,53,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0
532,0,120,348,0,0,0,0,0,0,0
292,0,110,320,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0
202,0,169,494,0,0,0,0,0,0,0
95,0,17,45,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0
380,0,367,1078,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0
50,0,49,136,0,0,0,0,0,0,0
252,0,78,224,0,0,0,0,0,0,0
252,0,165,480,0,0,0,0,0,0,0
69,0,300,879,0,0,0,0,0,0,0
165,0,395,1144,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0
315,0,74,212,0,0,0,0,0,0,0
130,0,1490,4276,0,0,0,0,0,0,0
36,0,100,288,0,0,0,0,0,0,0
85,0,101,294,0,0,0,0,0,0,0
561,0,211,609,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0
421,0,53,154,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0
272,0,542,1561,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0
159,0,47,136,0,0,0,0,0,0,0
219,0,69,198,0,0,0,0,0,0,0
351,0,240,699,0,0,0,0,0,0,0
172,0,116,339,0,0,0,0,0,0,0
361,0,239,697,0,0,0,0,0,0,0
99,0,163,478,0,0,0,0,0,0,0
99,0,120,348,0,0,0,0,0,0,0
453,0,337,978,0,0,0,0,0,0,0
86,0,16,44,0,0,0,0,0,0,0
753,0,94,283,0,0,0,0,0,0,0
453,0,19,52,0,0,0,0,0,0,0
97,0,52,144,0,0,0,0,0,0,0
92,0,110,315,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0
81,0,171,501,0,0,0,0,0,0,0
40,0,72,207,0,0,0,0,0,0,0
778,0,86,247,0,0,0,0,0,0,0
778,0,217,638,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0
779,0,143,411,0,0,0,0,0,0,0
66,0,79,233,0,0,0,0,0,0,0
753,0,86,259,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0
201,0,1737,4931,0,0,0,0,0,0,0
95,0,169,490,0,0,0,0,0,0,0
192,0,313,898,0,0,0,0,0,0,0
244,0,112,328,0,0,0,0,0,0,0
211,0,88,264,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0
190,0,58,169,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
249,0,305,893,0,0,0,0,0,0,0
170,0,193,564,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0
155,0,85,254,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
363,0,16,42,0,0,0,0,0,0,0
499,0,82,234,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0
11,0,172,495,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0
778,0,251,732,0,0,0,0,0,0,0
140,0,17,47,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0
715,0,91,274,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0
163,0,231,668,0,0,0,0,0,0,0
282,0,1145,3284,0,0,0,0,0,0,0
414,0,219,633,0,0,0,0,0,0,0
41,0,21,57,0,0,0,0,0,0,0
328,0,50,140,0,0,0,0,0,0,0
283,0,92,262,0,0,0,0,0,0,0
237,0,117,340,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0
778,0,64,181,0,0,0,0,0,0,0
96,0,258,732,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0
108,0,295,858,0,0,0,0,0,0,0
182,0,343,999,0,0,0,0,0,0,0
765,0,81,238,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0
177,0,149,432,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0,0,0,0
102,0,155,456,0,0,0,0,0,0,0
696,0,0,0,0,0,0,0,0,0,0
217,0,145,414,0,0,0,0,0,0,0
184,0,109,317,0,0,0,0,0,0,0
95,0,278,805,0,0,0,0,0,0,0
322,0,148,428,0,0,0,0,0,0,0
206,0,15,40,0,0,0,0,0,0,0
43,0,77,222,0,0,0,0,0,0,0
46,0,71,203,0,0,0,0,0,0,0
97,0,15,41,0,0,0,0,0,0,0
417,0,360,1044,0,0,0,0,0,0,0
86,0,67,192,0,0,0,0,0,0,0
98,0,151,433,0,0,0,0,0,0,0
752,0,82,247,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0
119,0,124,368,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0
434,0,287,847,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0
138,0,52,152,0,0,0,0,0,0,0
610,0,188,554,0,0,0,0,0,0,0
778,0,51,144,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0
778,0,252,730,0,0,0,0,0,0,0
408,0,86,250,0,0,0,0,0,0,0
779,0,109,312,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
59,0,123,359,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
152,0,404,1184,0,0,0,0,0,0,0
50,0,100,289,0,0,0,0,0,0,0
156,0,611,1742,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0
686,0,114,337,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0
114,0,134,387,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0
58,0,127,364,0,0,0,0,0,0,0
228,0,125,362,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
149,0,43,125,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0
273,0,18,48,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0
491,0,83,248,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0
330,0,13,33,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0
354,0,89,267,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0
566,0,262,770,0,0,0,0,0,0,0
167,0,287,835,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0
73,0,90,265,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0
300,0,85,254,0,0,0,0,0,0,0
56,0,152,446,0,0,0,0,0,0,0
234,0,85,243,0,0,0,0,0,0,0
259,0,315,914,0,0,0,0,0,0,0
153,0,11,29,0,0,0,0,0,0,0
296,0,196,562,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0
45,0,138,398,0,0,0,0,0,0,0
98,0,104,296,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
65,0,17,46,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0
147,0,86,259,0,0,0,0,0,0,0
193,0,53,155,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0
382,0,83,250,0,0,0,0,0,0,0
91,0,167,480,0,0,0,0,0,0,0
357,0,175,509,0,0,0,0,0,0,0
411,0,41,112,0,0,0,0,0,0,0
97,0,17,45,0,0,0,0,0,0,0
249,0,87,256,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0
271,0,161,476,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0,0,0
778,0,21,59,0,0,0,0,0,0,0
96,0,54,157,0,0,0,0,0,0,0
158,0,376,1091,0,0,0,0,0,0,0
248,0,295,857,0,0,0,0,0,0,0
56,0,168,486,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0,0,0
205,0,20,55,0,0,0,0,0,0,0
50,0,170,495,0,0,0,0,0,0,0
241,0,16,42,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0
69,0,79,233,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0
58,0,19,52,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0
297,0,87,261,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0
263,0,117,348,0,0,0,0,0,0,0
99,0,54,158,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0
538,0,579,1691,0,0,0,0,0,0,0
79,0,132,380,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0
613,0,55,159,0,0,0,0,0,0,0
241,0,208,601,0,0,0,0,0,0,0
680,0,239,685,0,0,0,0,0,0,0
562,0,242,699,0,0,0,0,0,0,0
752,0,86,259,0,0,0,0,0,0,0
752,0,82,246,0,0,0,0,0,0,0
306,0,275,801,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0
563,0,474,1372,0,0,0,0,0,0,0
779,0,84,251,0,0,0,0,0,0,0
80,0,149,428,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0
118,0,113,330,0,0,0,0,0,0,0
244,0,7,15,0,0,0,0,0,0,0
236,0,179,521,0,0,0,0,0,0,0
489,0,163,471,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,0,0
45,0,87,252,0,0,0,0,0,0,0
127,0,245,713,0,0,0,0,0,0,0
106,0,517,1517,0,0,0,0,0,0,0
88,0,13,35,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0
286,0,67,190,0,0,0,0,0,0,0
244,0,44,122,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0
130,0,69,197,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0
327,0,184,529,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0
115,0,17,45,0,0,0,0,0,0,0
323,0,117,342,0,0,0,0,0,0,0
106,0,86,248,0,0,0,0,0,0,0
250,0,140,406,0,0,0,0,0,0,0
301,0,46,134,0,0,0,0,0,0,0
320,0,198,568,0,0,0,0,0,0,0
65,0,180,525,0,0,0,0,0,0,0
415,0,167,483,0,0,0,0,0,0,0
246,0,145,426,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0
740,0,123,359,0,0,0,0,0,0,0
98,0,295,861,0,0,0,0,0,0,0
53,0,49,143,0,0,0,0,0,0,0
778,0,180,531,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
